review,rating,date,bank,source,vader_compound,vader_label
love it,5,2025-08-26,CBE,Google Play,0.6369,pos
yes it is v good,5,2025-08-26,CBE,Google Play,0.6808,pos
A great update in the Mobile Banking Application. Thanks for the System and customization department,5,2025-08-26,CBE,Google Play,0.7906,pos
this app is smart.,5,2025-08-26,CBE,Google Play,0.4019,pos
I am happy,5,2025-08-26,CBE,Google Play,0.5719,pos
Still I have not face critical problems sometimes delay to open,4,2025-08-26,CBE,Google Play,0.2311,pos
ጤና ከድረ,5,2025-08-25,CBE,Google Play,0.0,neu
The connection between bank and the app is lag relationship this must be corrected.,4,2025-08-25,CBE,Google Play,-0.34,neg
I have forgotten mobail banking password,5,2025-08-25,CBE,Google Play,-0.2263,neg
Thank you,5,2025-08-25,CBE,Google Play,0.3612,pos
muktaar Abraahim,5,2025-08-25,CBE,Google Play,0.0,neu
🤞Good One,5,2025-08-24,CBE,Google Play,0.0,neu
why does it say change pin to 6 digits is that right?,4,2025-08-24,CBE,Google Play,0.0,neu
One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,1,2025-08-24,CBE,Google Play,-0.6249,neg
i like it and aprshat.,4,2025-08-23,CBE,Google Play,0.3612,pos
"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",4,2025-08-23,CBE,Google Play,0.6124,pos
best app and easy to use,5,2025-08-23,CBE,Google Play,0.7964,pos
doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,2,2025-08-23,CBE,Google Play,0.3919,pos
List of transactions can't load over months and years..,1,2025-08-23,CBE,Google Play,0.0,neu
transferring money to telebirr is not working,1,2025-08-23,CBE,Google Play,0.0,neu
I don't Like this app and there service fee is highl,5,2025-08-23,CBE,Google Play,-0.2755,neg
አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,2,2025-08-23,CBE,Google Play,0.4939,pos
this application do not show over all transaction history,3,2025-08-23,CBE,Google Play,0.0,neu
this app is very nice but statment history is very shiort atlist add 15 days,4,2025-08-23,CBE,Google Play,0.2609,pos
"This app stooped working after i updated it. It says change password and i did, but it doesn't open with the new password. I don't like it.",1,2025-08-23,CBE,Google Play,-0.395,neg
best and secured application,5,2025-08-23,CBE,Google Play,0.7845,pos
This application is excellent .,5,2025-08-22,CBE,Google Play,0.5719,pos
"The new update is very bugged. can't view the names of account holders I previously had transactions with, and more recently, its almost impossible to load money to telebirr, always says unable to connect...please fix asap",1,2025-08-22,CBE,Google Play,0.0,neu
Thise App is Great,5,2025-08-22,CBE,Google Play,0.6249,pos
አፕሊኬሽኑን አብዴት ካደረኩት በኋላ የሚስጥር ቁጥር አጭር ስለሆነ ቀይር ብሎኝ ለሶስት ቀናት ብሞክር unable to connect the server ከማለቱም በላይ አፕሊካሽኑ እየሰራልኝ አይደለም🙏🙏,1,2025-08-22,CBE,Google Play,0.0,neu
"I love this app. really, but with some downsides too. Screenshot is mandatory after every transaction as to me, I need screenshots not downloaded recipient. It would be even better if transaction history is available via this app for months that we can access directly or via calender ways. Thanks.",4,2025-08-22,CBE,Google Play,0.8945,pos
👍,5,2025-08-22,CBE,Google Play,0.0,neu
it is good app,5,2025-08-22,CBE,Google Play,0.4404,pos
good and always try to make new updats 🙏👍,5,2025-08-22,CBE,Google Play,0.4404,pos
"I use the Commercial Bank of Ethiopia mobile app, and it’s fantastic! The interface is user-friendly, making it easy to check balances and transfer money. I love the bill payment feature, and the security measures give me peace of mind. Overall, it’s a reliable app that has simplified my banking experience. Highly recommend!",5,2025-08-22,CBE,Google Play,0.9637,pos
i don' want,5,2025-08-22,CBE,Google Play,0.0772,pos
"it's very nice simple and convenient app! but I have only one comment on double verifications after the finger prints. even thought its good for makin' it more secure, Its not neccessary to double verify after the finger print verification. no need to verify by pin again. thank you!",5,2025-08-22,CBE,Google Play,0.8878,pos
one of the best,5,2025-08-22,CBE,Google Play,0.6369,pos
"why is it every time the app is updated history of previous account numbers keeps missing , WHY??",1,2025-08-21,CBE,Google Play,-0.3736,neg
You guys charge way to much when we transfer money from CBE to Telebirr via this app,3,2025-08-21,CBE,Google Play,0.0,neu
not bad apk,1,2025-08-21,CBE,Google Play,0.431,pos
yes these app is so good for our saving and marketing system go ETHIOPIA GO!!!,5,2025-08-21,CBE,Google Play,0.8083,pos
best mobile banking App that have seen .,5,2025-08-21,CBE,Google Play,0.6369,pos
It's very helpful apps,5,2025-08-21,CBE,Google Play,0.4754,pos
Every major update means you have to go back to Ethiopia to make the app work. In 2025?,2,2025-08-21,CBE,Google Play,0.0,neu
"Unable to connect, pls. Improve the system",5,2025-08-20,CBE,Google Play,0.4939,pos
well app,5,2025-08-20,CBE,Google Play,0.2732,pos
"Smart service But, your service charge is too high",5,2025-08-20,CBE,Google Play,0.2144,pos
perfect 👌 keep,5,2025-08-20,CBE,Google Play,0.87,pos
"እባካችሁ አፑ ጥሩ ነው ነገር ግን በፈለግነው ጊዜና ሰአት መጠቀም አልቻልንም ኔትዎርክ እያለ እንኳ እያስጠቀመን አይደለም""""",2,2025-08-20,CBE,Google Play,0.0,neu
excellent plus,5,2025-08-20,CBE,Google Play,0.5719,pos
Would be great if it displays service fees before proceeding with transaction.,4,2025-08-20,CBE,Google Play,0.6249,pos
so disappointing :((,1,2025-08-20,CBE,Google Play,-0.5413,neg
what nice app i never usedyet,4,2025-08-20,CBE,Google Play,0.4215,pos
Excellent,5,2025-08-20,CBE,Google Play,0.5719,pos
ke gizew ga emihed astemamagn metegberya,1,2025-08-20,CBE,Google Play,0.0,neu
"this app is pretty good. The recent one was the nicest. however after the update, it restricts me from taking a screenshot. i would be happy if you remove screenshots restriction policy from this app. why I gave it five stars was because of the past performances of this app. keep in mind to remove the screenshot restriction policy from this app. and also it has no self authorizations. once uninstalled it needs extra sim cards and wants to visit nearby banks in person.",5,2025-08-20,CBE,Google Play,0.743,pos
Send money for some account but don't reserved Ball,5,2025-08-20,CBE,Google Play,0.0,neu
very good🙏🙏,5,2025-08-19,CBE,Google Play,0.4927,pos
I recognized thank you,5,2025-08-19,CBE,Google Play,0.3612,pos
Best feature!!,5,2025-08-19,CBE,Google Play,0.6988,pos
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play,0.5803,pos
good bank Ethiopian very nic,5,2025-08-18,CBE,Google Play,0.4404,pos
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play,0.2382,pos
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play,0.0,neu
change mobile banking CBE,5,2025-08-18,CBE,Google Play,0.0,neu
The process of updating is not functioning easily. Installing is easy than updating. Screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play,0.1999,pos
Adisi Deti,5,2025-08-17,CBE,Google Play,0.0,neu
this app is the good apps,5,2025-08-17,CBE,Google Play,0.4404,pos
አሪፋ ነዉ ነገር ግን Recent Transaction በጣም የቆየዉን ነዉ የሚያሳይ Evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ Transaction አያሳይም። Please አስተካክሉት,2,2025-08-15,CBE,Google Play,0.3182,pos
congra ethio,5,2025-08-15,CBE,Google Play,0.0,neu
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play,0.0,neu
I don't think it is compatible with the new android version 16 it fails to open. Please update it or find a solution.,1,2025-08-14,CBE,Google Play,0.2023,pos
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from CBE mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-14,CBE,Google Play,-0.1027,neg
this APK Best for most of people,5,2025-08-13,CBE,Google Play,0.6369,pos
good keep it up,5,2025-08-13,CBE,Google Play,0.4404,pos
very nice app,5,2025-08-12,CBE,Google Play,0.4754,pos
Most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play,0.0,neu
cbe. noor,2,2025-08-12,CBE,Google Play,0.0,neu
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play,0.1486,pos
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play,0.0,neu
this is so good,5,2025-08-11,CBE,Google Play,0.5777,pos
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play,0.9774,pos
Very interesting 🤔,5,2025-08-10,CBE,Google Play,0.4576,pos
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play,0.4927,pos
"i like your app to order ATM card through it, i get it new on your app",5,2025-08-09,CBE,Google Play,0.3612,pos
very bad app,1,2025-08-09,CBE,Google Play,-0.5849,neg
good 👍,5,2025-08-09,CBE,Google Play,0.4404,pos
it is the best transferring AP,5,2025-08-08,CBE,Google Play,0.6369,pos
it's good but add some more please,3,2025-08-08,CBE,Google Play,0.653,pos
best servis app,4,2025-08-07,CBE,Google Play,0.6369,pos
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play,0.54,pos
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play,-0.7053,neg
Good app,5,2025-08-07,CBE,Google Play,0.4404,pos
"the most disgusting app,",1,2025-08-07,CBE,Google Play,-0.5709,neg
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play,0.0,neu
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play,0.0,neu
best one,5,2025-08-05,CBE,Google Play,0.6369,pos
awesome,5,2025-08-05,CBE,Google Play,0.6249,pos
so good,5,2025-08-04,CBE,Google Play,0.4927,pos
worst experience,1,2025-08-04,CBE,Google Play,-0.6249,neg
The 1st one is CBE,5,2025-08-04,CBE,Google Play,0.0,neu
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,Google Play,-0.6249,neg
CBE,5,2025-08-04,CBE,Google Play,0.0,neu
Nise,5,2025-08-04,CBE,Google Play,0.0,neu
commercial Bank 🏦,5,2025-08-04,CBE,Google Play,0.0,neu
goood werk,5,2025-08-03,CBE,Google Play,0.0,neu
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,Google Play,-0.4019,neg
the best application for ours,5,2025-08-03,CBE,Google Play,0.6369,pos
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,Google Play,0.0,neu
screenshot problem must be fixed!!,4,2025-08-02,CBE,Google Play,-0.508,neg
it's very nice app,5,2025-08-02,CBE,Google Play,0.4754,pos
Very easy to use,5,2025-08-02,CBE,Google Play,0.4927,pos
best and fast,5,2025-08-02,CBE,Google Play,0.6369,pos
The best one ever i've seen.,5,2025-08-01,CBE,Google Play,0.6369,pos
በጣም ጥሩ,5,2025-08-01,CBE,Google Play,0.0,neu
👍👍👍,5,2025-08-01,CBE,Google Play,0.0,neu
The sum is good.,5,2025-08-01,CBE,Google Play,0.4404,pos
thank you,5,2025-07-30,CBE,Google Play,0.3612,pos
it is good,5,2025-07-30,CBE,Google Play,0.4404,pos
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,Google Play,-0.1027,neg
how updated this app,5,2025-07-30,CBE,Google Play,0.0,neu
yase,5,2025-07-30,CBE,Google Play,0.0,neu
"ok ,",5,2025-07-29,CBE,Google Play,0.296,pos
Time is Gold,5,2025-07-28,CBE,Google Play,0.0,neu
this app is so amazing a use it every time when I make payments,5,2025-07-27,CBE,Google Play,0.7065,pos
Mobeli.bank,5,2025-07-27,CBE,Google Play,0.0,neu
thanks CBE,5,2025-07-25,CBE,Google Play,0.4404,pos
"I am using this service from abroad, which i have active account in Ethiopia. Anytime I want support family, I easily sent funds to my CBE bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. They can easily send money from their abroad bank account to their CEB, Awash,Oromia bank whatever. 2nd, They don't need family to withdraw money for them to use it. They have privacy.",5,2025-07-25,CBE,Google Play,0.9512,pos
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,Google Play,0.0,neu
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,Google Play,0.0,neu
commercial bank of ethiopia is very helpful for all Ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,Google Play,0.7346,pos
Great,5,2025-07-24,CBE,Google Play,0.6249,pos
there is many thing u have to fix.,1,2025-07-24,CBE,Google Play,0.0,neu
Excellent App,4,2025-07-24,CBE,Google Play,0.5719,pos
"This is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,Google Play,0.9337,pos
በጣምጥሩ,4,2025-07-21,CBE,Google Play,0.0,neu
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,Google Play,0.2382,pos
full of restrictions,1,2025-07-20,CBE,Google Play,0.0,neu
The best one,5,2025-07-20,CBE,Google Play,0.6369,pos
nice apps,5,2025-07-20,CBE,Google Play,0.4215,pos
why i cant screen shoot ?,1,2025-07-20,CBE,Google Play,0.2584,pos
Really excellent,5,2025-07-19,CBE,Google Play,0.6115,pos
nice apk,5,2025-07-19,CBE,Google Play,0.4215,pos
it is good up to now but it needs update today,5,2025-07-18,CBE,Google Play,0.2382,pos
አውርድ,5,2025-07-18,CBE,Google Play,0.0,neu
okay,5,2025-07-18,CBE,Google Play,0.2263,pos
very aazing,5,2025-07-18,CBE,Google Play,0.0,neu
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,Google Play,0.0,neu
simple to use and amazing,5,2025-07-17,CBE,Google Play,0.5859,pos
Best app ever,5,2025-07-17,CBE,Google Play,0.6369,pos
this app good,4,2025-07-17,CBE,Google Play,0.4404,pos
"I like this App b/s it's fast, clear, and secured. thank you",5,2025-07-17,CBE,Google Play,0.8519,pos
"Although the UI is simple and easy to use. That does not mean anything if information is not consistent throughout the app, and most services are down most of the time. Also, I see that forcing the user to turn off Android Dev Settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for Android development 🙄. If you have certain security requirements, you would rather prefer to restrict the minSdk (since recent android releases are secure).",1,2025-07-16,CBE,Google Play,0.7269,pos
